property_id,property_type,square_footage,bedrooms,bathrooms,year_built,lot_size,neighborhood,garage_spaces,pool,fireplace,view,renovation_year,renovation_cost,distance_to_school,distance_to_hospital,distance_to_grocery_store,crime_rate,median_income,property_tax,hoa_fee,heating_type,cooling_type,foundation_type,roof_material,energy_efficiency_rating,listing_date,selling_price,selling_date,profit_margin
574,townhouse,2558,1,3,1907,2.2,suburban,1,false,true,city,1964,32372,7.4,9.9,7.8,1.8,34922,991,81,gas,window,crawl space,tile,2,2/18/2021,815621,11/27/2022,2400
575,house,1159,1,4,1922,8.1,rural,0,false,true,ocean,1936,42871,0.9,9.7,0.9,3.5,148705,2580,75,electric,none,slab,metal,7,1/14/2021,334303,11/9/2021,600
576,townhouse,4002,4,2,1994,8.5,urban,1,false,false,city,1953,41853,8.2,9.0,6.6,3.8,91167,2038,100,electric,window,basement,asphalt,9,5/29/2021,266042,2/1/2021,500
577,condo,3333,1,4,1919,3.8,suburban,3,false,true,mountain,1932,34362,5.6,0.6,5.2,4.5,74739,3969,86,electric,central,slab,tile,8,12/25/2021,387181,4/16/2020,1000
578,apartment,2954,4,3,1977,2.9,urban,3,true,false,ocean,1943,11337,5.9,1.4,5.1,1.9,147337,4935,93,gas,central,basement,metal,4,3/26/2022,104210,9/24/2022,800
579,townhouse,2406,6,1,1994,1.4,urban,1,false,false,mountain,1911,19357,2.4,6.9,10.0,7.3,125965,4211,70,oil,window,crawl space,metal,4,2/21/2022,148904,11/20/2021,600
580,townhouse,4561,6,1,1904,1.7,suburban,1,true,false,ocean,1962,14270,2.6,0.3,3.4,9.8,58612,737,153,oil,none,basement,metal,8,10/24/2020,342386,4/10/2020,2200
581,condo,3197,5,2,1975,7.8,urban,1,false,true,city,1993,40221,3.7,1.9,3.0,5.3,28431,3854,387,oil,window,crawl space,metal,6,8/12/2020,148540,11/14/2022,200
582,house,4872,6,2,1950,0.4,rural,3,false,false,mountain,1957,24091,9.8,8.2,3.3,4.4,57702,3891,210,electric,none,slab,metal,1,6/8/2020,134614,5/17/2022,400
583,townhouse,2749,5,3,1976,7.7,suburban,1,true,true,mountain,2004,5433,9.0,7.7,2.8,9.6,144413,2537,466,gas,central,slab,asphalt,3,7/17/2020,649129,8/29/2022,11800
584,apartment,3005,3,4,1986,7.4,rural,2,false,true,mountain,1998,46956,10.0,5.0,7.7,8.8,91756,3575,210,gas,none,slab,metal,6,10/6/2022,622734,6/27/2021,1200
585,condo,3756,6,1,1994,2.4,suburban,0,true,false,ocean,1930,34556,6.8,5.6,3.7,4.9,54320,1752,191,oil,none,crawl space,asphalt,3,9/14/2021,400706,3/22/2022,1000
586,house,4297,2,1,1903,1.0,rural,1,false,true,city,1965,19985,2.7,6.8,8.7,6.5,30393,1624,359,oil,window,basement,metal,9,6/29/2022,261795,9/29/2022,1200
587,house,2120,1,1,1972,2.0,rural,1,true,true,ocean,1915,20086,0.3,6.7,5.5,7.9,123636,4902,334,gas,window,crawl space,asphalt,6,5/10/2022,127304,3/17/2022,500
588,house,4379,4,1,1993,6.3,suburban,1,true,false,mountain,1926,24888,4.6,6.2,7.4,7.0,148192,743,73,gas,central,basement,metal,3,12/6/2021,675067,8/21/2021,2600
589,condo,4854,4,2,1918,0.5,suburban,3,true,false,mountain,1969,16371,2.5,3.0,1.1,7.6,40207,1035,469,electric,none,crawl space,tile,2,2/16/2021,927197,12/14/2020,5500
590,condo,629,4,4,2016,0.7,suburban,1,true,true,mountain,1978,4123,1.3,3.9,4.3,1.0,71878,1167,470,electric,central,basement,tile,3,6/12/2021,104061,4/14/2022,2400
591,house,1459,1,3,1917,5.6,suburban,2,false,true,city,2001,42412,5.0,3.3,7.0,6.7,22768,3058,454,electric,none,basement,asphalt,5,1/24/2020,534974,9/20/2020,1100
592,condo,3891,4,2,2009,0.7,urban,2,true,false,city,2000,18473,0.3,1.2,8.8,7.6,42899,2118,386,gas,central,crawl space,asphalt,8,2/4/2021,820109,2/19/2020,4300
593,townhouse,4509,6,3,1966,1.3,urban,0,false,false,ocean,1925,21516,6.5,3.1,4.2,4.6,29635,2221,207,electric,none,crawl space,metal,2,9/18/2021,770997,4/20/2020,3400
594,apartment,3503,5,4,2016,7.8,rural,2,true,true,ocean,1953,31737,9.0,3.3,3.1,2.4,25062,570,102,oil,central,basement,asphalt,8,9/4/2022,870299,4/13/2021,2600
595,apartment,4722,3,1,2001,0.2,suburban,3,false,false,mountain,1992,30551,2.0,2.4,10.0,8.4,141568,4040,254,electric,central,crawl space,metal,10,11/21/2022,52839,9/24/2022,0
596,townhouse,3057,5,4,1947,5.3,rural,3,true,false,mountain,1907,30921,7.9,8.4,7.4,0.8,21006,2218,431,electric,central,slab,metal,4,12/7/2020,151756,3/14/2022,300
597,condo,3252,2,3,1990,3.0,urban,2,true,true,mountain,2000,22992,8.7,1.0,4.2,8.3,43601,2504,490,electric,central,slab,asphalt,2,12/9/2021,120097,10/14/2020,400
598,house,4436,5,2,1917,1.8,rural,3,true,false,mountain,1977,13724,7.8,3.1,3.8,7.7,139434,2982,284,gas,window,crawl space,asphalt,8,3/31/2022,485440,3/1/2020,3400
599,townhouse,1371,2,3,1941,7.8,suburban,2,true,true,ocean,1989,32145,0.7,3.2,6.4,3.3,147302,620,371,oil,window,crawl space,asphalt,2,10/9/2021,391126,10/14/2022,1100
600,townhouse,3263,4,3,1982,7.9,suburban,0,false,false,mountain,1995,46480,7.2,8.3,5.3,1.1,132229,624,394,gas,central,basement,metal,3,6/7/2021,960594,7/22/2021,1900
601,condo,3761,2,3,1980,8.2,urban,1,true,true,mountain,1951,23380,5.6,1.0,3.3,2.5,83834,3413,227,electric,window,basement,metal,6,11/7/2022,962476,10/3/2022,4000
602,townhouse,2187,6,4,1923,1.4,urban,3,true,false,mountain,1919,21050,0.6,4.3,0.9,8.8,123381,1739,349,oil,central,slab,tile,5,1/26/2022,318071,12/17/2020,1400
603,house,3521,5,3,1913,1.6,urban,2,true,true,ocean,1919,19763,9.1,3.6,5.9,0.1,85634,3984,212,electric,window,crawl space,asphalt,7,5/25/2020,791639,6/6/2022,3900
604,townhouse,3437,6,4,1971,6.8,rural,2,true,true,mountain,1918,28184,1.4,5.4,1.8,8.4,46064,739,187,electric,window,basement,asphalt,9,12/17/2021,85960,6/20/2022,200
605,townhouse,1423,5,2,1992,5.2,urban,2,false,false,ocean,1918,46786,3.4,6.0,5.8,5.1,149832,4070,194,oil,window,basement,tile,5,4/23/2021,238531,3/18/2021,400
606,condo,2548,6,4,1987,3.0,urban,1,false,true,mountain,1981,12837,8.4,2.3,0.4,2.0,27798,3909,60,oil,central,crawl space,metal,8,11/19/2021,609721,1/14/2022,4600
607,house,1598,2,1,1996,6.5,urban,1,true,false,mountain,1975,41085,2.5,5.7,3.5,1.4,127108,3301,260,gas,window,crawl space,metal,9,12/17/2021,984845,7/14/2022,2200
608,apartment,4137,5,1,1952,0.6,urban,0,false,true,city,2011,26076,0.1,6.4,3.9,6.8,53019,2392,229,oil,window,basement,tile,10,5/27/2021,358344,11/20/2020,1200
609,house,909,2,4,1915,0.1,suburban,1,false,true,city,1907,33383,2.5,8.2,0.4,3.5,33094,1665,121,gas,window,basement,metal,9,6/6/2020,147429,12/22/2021,300
610,apartment,2839,6,1,1955,4.8,urban,3,false,true,ocean,1992,35832,4.6,2.3,5.7,7.9,43597,3042,472,gas,none,basement,metal,6,7/31/2022,751809,1/3/2022,1900
611,house,1311,5,1,1914,5.7,suburban,1,false,false,mountain,1950,3721,7.4,4.9,7.7,8.4,82790,1659,128,electric,central,crawl space,metal,4,6/21/2021,968203,2/28/2022,25900
612,apartment,4901,4,1,1958,0.5,suburban,1,true,false,ocean,1927,6931,5.4,9.4,8.2,3.2,98836,1422,332,gas,none,basement,asphalt,6,7/22/2020,913706,10/29/2020,13000
613,house,4569,6,1,1913,9.7,rural,0,true,false,ocean,1905,40808,1.8,1.3,7.3,8.8,147135,1442,465,gas,none,slab,tile,8,10/23/2020,67843,11/27/2020,0
614,house,2504,6,4,1977,0.9,rural,3,true,false,city,1966,36069,3.3,9.7,4.4,4.3,93569,3016,284,gas,window,basement,tile,5,1/16/2020,892927,12/17/2020,2300
615,house,2898,5,2,1934,8.2,suburban,2,false,true,ocean,1970,36966,4.2,9.1,0.7,1.1,68773,1834,354,gas,none,basement,asphalt,8,8/6/2022,463705,5/30/2022,1100
616,townhouse,4786,1,3,2018,6.1,urban,1,true,true,ocean,1914,26499,5.7,5.5,0.9,8.1,131420,3609,409,gas,central,basement,metal,10,3/20/2020,775675,9/21/2022,2800
617,apartment,3995,4,2,1913,7.8,suburban,2,false,false,ocean,1902,10872,2.7,8.7,0.9,3.7,71271,3106,178,oil,window,crawl space,tile,4,10/10/2022,202597,4/21/2021,1700
618,apartment,2855,2,2,1996,5.9,suburban,1,true,false,city,2017,5006,5.9,1.1,9.3,6.2,94054,2303,53,oil,none,crawl space,asphalt,8,3/6/2021,464989,3/4/2021,9100
619,house,2244,6,2,1993,6.9,urban,0,false,false,city,1974,17693,6.7,2.7,8.5,5.9,69557,4991,453,oil,none,slab,metal,5,7/27/2020,719119,1/26/2022,3900
620,apartment,2439,1,4,1998,6.7,rural,3,true,true,ocean,1967,43895,7.8,0.6,3.2,5.9,44258,2927,259,electric,central,slab,tile,6,4/15/2020,917516,12/17/2022,1900
621,condo,2690,5,4,2009,2.9,suburban,0,true,false,mountain,1985,49229,6.4,0.4,2.5,3.8,76845,897,442,gas,central,slab,asphalt,2,1/19/2022,364280,6/30/2021,600
622,house,1230,4,1,1964,6.1,suburban,2,false,false,mountain,1988,48195,6.2,4.8,1.7,3.0,45686,1195,326,gas,central,slab,metal,5,12/9/2021,121803,2/12/2021,100
623,house,745,6,2,1968,0.1,urban,2,true,false,ocean,1954,7891,9.1,7.9,7.5,8.7,123520,2695,459,oil,window,basement,asphalt,2,7/20/2020,411989,2/9/2021,5100
624,house,4357,4,3,1978,6.6,urban,0,true,true,mountain,2009,25108,5.5,8.7,5.4,1.7,26393,2814,74,gas,none,slab,asphalt,2,10/22/2022,555160,1/1/2020,2100
625,apartment,1583,5,4,2012,9.7,urban,1,false,true,city,1995,20461,7.1,3.0,4.5,5.7,82493,4157,260,electric,central,basement,tile,9,12/2/2021,964938,10/22/2021,4600
626,apartment,4541,5,4,1959,8.6,suburban,1,true,false,city,1961,39276,9.6,1.0,0.7,2.3,35509,506,425,electric,none,crawl space,tile,10,1/23/2021,140149,10/18/2022,200
627,townhouse,2506,5,4,1926,4.8,rural,3,false,true,mountain,1945,36192,4.1,3.7,9.8,0.2,123230,3931,388,gas,none,basement,metal,3,4/27/2021,841405,11/5/2020,2200
628,townhouse,2923,4,1,1941,3.4,suburban,2,true,true,mountain,1955,31268,3.1,4.3,0.2,7.8,72604,1216,247,gas,window,basement,metal,2,8/22/2022,170145,12/4/2020,400
629,townhouse,2119,1,1,1930,9.4,rural,3,false,true,mountain,1971,23163,0.2,2.2,6.4,3.1,142451,2243,173,gas,none,slab,asphalt,10,10/13/2022,879029,1/18/2022,3600
630,apartment,3320,6,2,1912,8.3,suburban,1,false,true,mountain,1950,11632,4.8,3.0,7.6,8.0,21169,2037,442,oil,window,basement,asphalt,2,3/25/2021,324385,4/2/2020,2600
631,townhouse,4650,1,1,1937,8.6,suburban,1,true,true,city,1991,3409,2.9,1.0,9.2,5.8,59745,1248,320,electric,window,slab,asphalt,4,1/6/2022,648470,10/20/2022,18900
632,condo,4865,4,4,1952,8.0,rural,1,true,false,mountain,1998,27742,7.0,7.5,3.9,4.1,20830,4005,362,electric,central,slab,asphalt,8,7/30/2020,450274,10/31/2020,1500
633,house,691,5,4,1914,0.7,rural,0,false,false,ocean,1963,32798,8.2,2.5,9.0,8.8,69643,2695,442,electric,window,slab,metal,7,2/11/2021,832782,8/29/2021,2400
634,townhouse,4121,6,2,1948,8.2,suburban,0,false,false,city,1946,46336,5.5,0.6,4.0,9.5,127128,526,327,oil,window,basement,tile,10,11/10/2020,528480,3/8/2020,1000
635,house,4821,6,1,1946,1.6,urban,3,false,false,city,1997,39083,2.5,1.2,1.0,3.5,59038,3485,353,electric,central,basement,tile,1,10/3/2022,122860,2/15/2021,200
636,townhouse,4338,1,4,2022,7.5,suburban,1,true,false,city,1952,44007,3.9,6.0,5.2,5.5,119523,2895,220,oil,central,basement,asphalt,6,4/17/2021,757165,3/25/2020,1600
637,house,4003,3,2,1967,9.4,suburban,1,false,true,city,1964,9570,0.7,7.5,4.1,1.4,76730,2812,297,gas,window,basement,tile,3,6/8/2020,309476,8/1/2022,3100
638,apartment,4175,2,4,1942,6.3,urban,1,true,false,mountain,2018,18507,1.6,3.4,8.8,6.3,59006,3795,218,oil,window,crawl space,metal,9,8/5/2020,502186,6/18/2020,2600
639,house,3765,5,2,1950,9.0,suburban,1,true,false,ocean,1964,41144,9.9,2.5,5.8,7.8,26497,4594,298,gas,window,crawl space,tile,5,6/15/2022,519301,2/28/2022,1100
640,condo,3283,4,4,1962,4.5,rural,1,true,false,mountain,1957,33498,0.3,2.0,4.2,3.1,92910,4059,89,electric,none,crawl space,metal,9,1/26/2021,65339,1/23/2020,0
641,townhouse,4346,3,4,1941,1.2,rural,2,false,false,ocean,1989,28482,6.0,5.7,8.4,2.3,100342,1664,471,oil,window,slab,asphalt,4,6/7/2021,743602,10/7/2020,2500
642,condo,887,2,4,1949,9.0,suburban,0,true,true,ocean,1965,15489,5.0,7.8,5.7,5.2,120459,3879,364,electric,none,crawl space,tile,6,11/27/2020,643861,12/10/2021,4000
643,condo,4426,2,3,1939,7.3,rural,2,false,false,city,1936,12799,2.8,9.4,3.6,8.6,89993,2003,254,electric,none,basement,metal,9,8/6/2021,211354,3/22/2020,1500
644,townhouse,3112,4,4,1925,4.7,suburban,1,false,true,city,1922,34313,7.8,0.9,8.4,1.4,67752,2760,208,gas,central,slab,tile,10,8/13/2021,467009,9/21/2020,1200
645,townhouse,1478,1,1,1931,2.7,urban,2,false,true,mountain,2006,6308,9.9,3.9,6.5,6.4,112049,3259,417,electric,central,basement,tile,10,8/14/2021,677529,3/26/2022,10600
646,house,3098,4,3,2000,0.8,suburban,0,false,true,mountain,2022,40338,0.8,8.9,2.2,9.5,101317,1008,457,electric,central,crawl space,metal,4,6/27/2021,768809,5/9/2021,1800
647,apartment,2864,2,2,1968,2.8,rural,0,false,false,ocean,1911,32308,9.6,2.0,2.6,9.0,144331,1209,254,gas,window,slab,asphalt,9,8/21/2020,560702,12/30/2022,1600
648,house,3726,5,3,1935,1.3,urban,1,false,false,city,1908,33558,4.1,5.6,8.5,4.8,135193,632,492,electric,central,slab,tile,8,10/14/2022,753975,3/22/2022,2100
649,condo,2234,3,1,1978,2.3,rural,1,false,true,city,1925,20020,0.5,5.1,2.2,9.0,83785,3184,339,gas,none,slab,asphalt,9,7/1/2022,941800,10/30/2022,4600
650,townhouse,4924,2,3,1951,0.9,urban,1,false,false,city,1957,49702,6.3,6.7,2.1,1.9,28763,4042,257,gas,central,basement,metal,8,12/12/2021,776436,1/27/2020,1400
651,condo,1622,3,4,1969,6.5,suburban,3,false,true,ocean,2000,27206,4.3,2.8,5.8,7.5,40167,4443,226,electric,none,slab,tile,9,3/7/2021,284156,5/31/2022,900
652,apartment,2469,3,4,1975,3.2,rural,2,true,true,ocean,1904,31720,8.0,1.6,4.2,5.9,80130,3394,200,oil,none,basement,asphalt,1,2/4/2021,162320,7/18/2022,400
653,condo,3727,6,4,1912,8.9,urban,3,false,true,ocean,1939,26115,3.9,3.4,2.2,6.9,127381,2777,412,oil,none,slab,asphalt,6,3/10/2021,66038,1/24/2020,100
654,apartment,2403,3,1,1943,0.7,urban,1,false,true,city,1985,34786,4.4,0.4,4.6,1.0,119702,1433,388,oil,window,basement,tile,5,10/3/2021,693123,5/23/2020,1800
655,townhouse,928,2,1,1920,6.1,urban,2,false,false,city,1998,45938,0.3,3.5,6.1,3.4,105111,3422,62,oil,central,crawl space,tile,6,4/10/2020,940560,3/23/2021,1900
656,apartment,2247,1,2,1914,1.1,urban,0,false,true,city,1951,5406,2.7,8.7,0.6,9.5,93942,2675,459,gas,central,basement,tile,5,11/17/2021,652968,1/18/2020,11900
657,condo,3855,2,3,1974,7.9,rural,3,false,true,ocean,1924,46080,2.3,7.7,6.2,4.3,38465,3953,76,oil,none,crawl space,asphalt,7,12/20/2020,422214,8/10/2020,800
658,apartment,4017,2,4,1981,1.9,suburban,1,true,true,ocean,1900,26458,4.0,9.2,5.0,9.6,94436,1661,494,gas,central,basement,metal,6,2/10/2020,926407,5/11/2020,3400
659,townhouse,2927,5,1,1951,1.5,rural,1,false,false,city,2001,33378,2.4,7.8,3.0,7.8,93835,3640,356,gas,window,slab,metal,10,5/5/2020,255004,12/19/2020,600
660,townhouse,3131,5,2,1911,7.8,suburban,1,false,false,city,1993,12746,3.1,2.3,3.8,5.9,57491,4956,219,electric,central,basement,metal,5,2/13/2020,219060,9/27/2021,1600
661,townhouse,1708,3,4,1985,7.2,suburban,1,true,true,ocean,1904,4566,8.6,8.8,1.7,2.0,87118,1683,83,electric,window,crawl space,tile,4,9/20/2021,842651,5/11/2022,18300
662,townhouse,2333,4,1,1912,5.4,urban,2,false,false,mountain,1975,14843,1.2,5.7,4.7,9.4,48086,2028,493,oil,central,basement,tile,9,5/9/2021,259997,10/17/2022,1600
663,townhouse,2964,5,1,1943,0.9,suburban,2,false,true,ocean,1993,5731,0.2,5.7,9.6,0.2,26168,2196,109,gas,none,slab,metal,2,3/6/2020,484173,1/18/2022,8300
664,condo,4227,3,3,2019,1.1,urban,1,true,true,ocean,2022,15185,1.9,1.2,2.4,7.0,96452,4040,167,oil,central,basement,tile,3,11/18/2020,757871,5/7/2022,4800
665,apartment,2131,5,1,1944,9.7,urban,1,false,true,city,1927,33244,9.9,0.6,10.0,6.0,44810,1186,321,gas,window,slab,asphalt,8,1/17/2020,571934,7/26/2022,1600
666,apartment,1193,2,4,1970,0.2,urban,2,true,false,ocean,1962,35041,8.7,7.2,2.3,7.3,62294,2261,345,electric,none,crawl space,asphalt,10,3/30/2020,785263,2/16/2020,2100
667,apartment,4814,6,1,1943,2.4,urban,2,false,false,ocean,1902,36961,9.7,9.9,8.9,6.6,47167,3724,268,gas,none,basement,metal,9,9/6/2020,384140,9/15/2020,900
668,condo,4084,2,4,1953,1.2,urban,0,false,true,mountain,1918,20217,8.1,1.0,4.6,0.2,60036,1426,120,electric,central,slab,tile,9,6/3/2021,500582,3/6/2022,2300
669,apartment,4964,4,2,1975,1.7,suburban,1,false,false,mountain,1997,8023,4.7,5.4,6.2,7.6,119036,706,286,electric,none,crawl space,metal,7,5/19/2021,204454,1/29/2021,2400
670,condo,4877,3,1,1968,8.3,rural,2,true,true,ocean,1972,16140,5.0,3.0,9.4,5.3,89694,1507,344,oil,window,basement,tile,5,1/21/2020,962510,9/25/2020,5800
671,townhouse,858,3,1,1921,5.8,urban,3,false,true,ocean,1907,4549,5.5,7.3,0.8,3.9,106892,1263,392,gas,window,crawl space,metal,8,7/14/2022,492704,2/6/2022,10700
672,house,3747,1,2,1943,3.9,rural,3,false,false,mountain,1951,36916,6.5,6.0,0.1,3.2,114859,1778,471,gas,none,crawl space,tile,5,5/29/2022,668058,12/9/2022,1700
673,house,2435,1,3,1947,9.8,rural,2,false,true,city,1976,33519,3.7,3.2,6.7,2.1,43864,2040,265,gas,window,slab,asphalt,2,10/4/2021,479797,9/19/2020,1300
674,house,3391,3,3,1986,2.5,rural,1,true,false,city,1974,41706,0.6,4.2,8.7,0.5,120432,3411,338,electric,none,crawl space,asphalt,6,9/5/2021,816196,10/6/2022,1800
675,condo,2000,1,2,2016,7.9,rural,3,false,false,ocean,1933,12451,1.9,7.2,7.5,7.6,130597,502,261,electric,window,slab,metal,1,5/17/2022,969562,1/7/2022,7600
676,condo,3879,5,1,1985,6.4,suburban,2,false,false,ocean,2007,29132,7.8,7.3,8.3,9.1,109438,2229,335,electric,central,basement,tile,5,1/30/2021,934656,1/23/2021,3100
677,townhouse,1042,5,1,1962,7.0,rural,0,false,true,mountain,2014,6826,9.4,7.7,9.7,1.5,88615,4279,73,oil,central,slab,metal,8,1/6/2020,787132,10/10/2020,11400
678,house,3521,3,3,1911,8.4,suburban,0,true,false,mountain,1900,7930,4.3,6.5,7.9,10.0,133644,1145,144,gas,window,basement,metal,2,6/5/2021,104620,2/29/2020,1200
679,apartment,3701,6,2,1924,9.3,suburban,2,false,false,ocean,1989,23924,6.6,2.9,4.5,4.9,27100,1926,185,electric,window,crawl space,tile,4,12/10/2020,656123,2/11/2021,2600
680,apartment,2291,2,1,1954,4.3,rural,2,false,false,city,1935,12385,6.7,1.1,8.6,3.2,51023,691,229,oil,central,crawl space,asphalt,1,8/16/2020,195287,1/27/2022,1400
681,apartment,3920,4,3,2006,2.2,urban,1,false,false,mountain,1937,12421,3.4,4.5,1.3,6.1,139196,2979,369,gas,none,slab,asphalt,8,12/6/2020,100112,12/23/2020,700
682,condo,2955,1,2,1948,3.3,rural,2,false,true,mountain,2013,20033,9.5,8.7,2.3,7.6,43457,1711,363,gas,window,crawl space,asphalt,2,9/16/2020,269375,11/18/2020,1200
683,house,2364,6,1,2007,7.8,rural,0,true,false,city,1913,18226,1.9,1.8,7.0,5.0,119748,3642,179,gas,window,slab,tile,6,9/1/2020,219880,10/6/2020,1100
684,house,4872,5,4,1959,2.6,rural,2,true,true,ocean,1941,15736,3.0,7.2,2.4,9.1,56037,657,394,oil,window,crawl space,tile,1,1/10/2022,89790,11/10/2022,400
685,house,4968,1,4,1967,6.2,rural,3,false,false,mountain,2022,27291,7.1,6.7,1.1,2.6,124173,3153,247,electric,window,crawl space,tile,6,11/5/2021,519058,9/22/2022,1800
686,condo,1025,2,3,1958,5.1,suburban,3,false,true,ocean,1925,29678,6.4,5.6,8.8,7.2,124947,3930,370,oil,none,crawl space,asphalt,2,7/11/2021,753052,5/3/2021,2400
687,apartment,2919,2,2,1946,4.5,rural,1,false,true,city,2009,48994,0.1,9.7,9.3,3.5,147327,3128,469,electric,central,basement,asphalt,5,7/31/2021,96136,6/22/2021,0
688,apartment,4807,6,2,1985,9.3,rural,0,false,true,city,1928,48636,6.7,1.9,6.7,1.9,124298,3765,101,gas,window,basement,tile,3,8/25/2021,214414,10/8/2020,300
689,apartment,4284,1,1,1944,1.2,urban,2,true,true,ocean,1967,44750,6.8,0.2,8.0,9.6,48614,1862,418,electric,window,slab,tile,10,8/20/2022,725151,8/18/2020,1500
690,townhouse,3575,4,2,1924,2.8,suburban,2,true,false,mountain,1912,33398,6.0,6.4,5.2,5.0,88070,771,443,oil,none,crawl space,metal,2,6/7/2020,67027,10/14/2021,100
691,apartment,4057,2,3,1937,8.8,rural,2,false,true,ocean,1906,2671,4.7,6.2,8.1,6.3,72473,3958,208,oil,window,crawl space,tile,4,3/1/2021,196157,1/18/2022,7200
692,condo,2962,2,2,1954,7.9,rural,2,false,false,ocean,1968,43257,6.3,9.5,6.3,1.8,137829,3052,89,oil,none,slab,tile,1,2/23/2021,614619,11/23/2022,1300
693,townhouse,2052,2,1,1920,8.0,urban,3,true,true,ocean,1936,47467,3.2,6.4,1.8,1.4,100541,3140,210,oil,window,basement,asphalt,5,2/4/2022,267410,12/25/2022,400
694,house,2419,4,2,1966,1.3,rural,1,false,true,mountain,1972,44214,6.6,7.1,3.7,2.9,68589,2018,207,gas,central,basement,metal,3,1/4/2022,580787,1/30/2020,1200
695,apartment,2264,4,2,1975,9.0,suburban,3,true,true,ocean,1931,45731,2.1,1.8,8.7,1.6,25402,3551,171,gas,none,crawl space,asphalt,2,3/12/2020,331115,4/15/2021,600
696,house,3285,6,2,2007,9.8,rural,3,true,false,ocean,1920,12948,4.0,1.5,4.3,6.7,79333,3013,495,gas,central,crawl space,tile,3,5/30/2021,504212,10/23/2020,3700
697,apartment,4010,1,3,1930,8.1,rural,1,true,false,mountain,2019,9437,6.3,7.9,1.8,4.1,113150,1048,479,oil,none,crawl space,metal,10,7/22/2021,623840,8/10/2021,6500
698,townhouse,3089,2,2,1957,8.1,rural,2,true,false,ocean,1903,29769,8.5,6.0,0.6,5.2,42463,4806,165,oil,central,basement,metal,9,5/12/2020,544477,2/21/2020,1700
699,apartment,1749,6,1,1992,9.3,urban,3,false,false,ocean,1960,1224,1.5,3.5,5.1,1.6,70712,1412,359,gas,central,basement,metal,3,9/26/2020,634646,9/26/2020,51700
700,house,2750,1,2,1991,4.0,urban,1,true,true,ocean,1909,39858,9.6,2.5,5.5,2.8,79438,1954,183,oil,central,crawl space,tile,1,1/27/2020,236080,10/9/2020,400
701,apartment,560,5,1,1968,7.0,rural,1,true,false,city,1919,2416,2.8,7.2,3.4,4.9,48921,4803,252,electric,window,basement,tile,3,7/28/2022,239346,10/28/2021,9800
702,house,2711,4,3,1957,1.0,rural,3,false,true,ocean,2003,16689,9.7,9.8,9.8,4.9,27258,2217,474,oil,none,slab,asphalt,1,4/13/2020,912017,9/17/2020,5300
703,condo,3346,3,4,1903,9.9,rural,1,false,false,mountain,1975,1628,9.3,8.6,9.6,9.3,137086,2008,124,oil,central,slab,asphalt,7,2/11/2020,686586,3/11/2021,42000
704,townhouse,2346,3,2,1997,2.9,rural,0,true,false,ocean,1961,28071,6.6,3.0,2.8,8.0,53770,2962,262,electric,central,slab,metal,8,4/13/2021,870773,6/6/2020,3000
705,apartment,4667,6,1,1983,7.7,rural,3,false,true,city,1968,5574,1.8,8.6,2.4,9.1,98607,2496,118,gas,window,basement,metal,5,8/13/2021,734351,4/24/2022,13000
706,townhouse,3089,2,2,1910,0.7,urban,0,false,false,ocean,2015,39791,8.6,4.6,0.2,4.3,131703,3917,365,electric,none,basement,tile,1,5/13/2022,689199,1/22/2020,1600
707,condo,4229,1,3,2020,9.0,rural,3,false,false,ocean,1978,41857,5.2,0.9,0.1,1.2,139404,4119,307,gas,central,crawl space,metal,9,7/12/2020,240854,11/1/2021,400
708,townhouse,1615,1,3,1932,5.7,suburban,0,true,false,ocean,1914,33552,7.4,7.6,8.6,2.0,67419,2329,51,gas,window,basement,asphalt,6,9/27/2022,76365,3/23/2021,100
709,apartment,1778,4,1,2013,5.1,urban,0,true,false,city,1956,28522,2.2,1.4,0.6,8.7,54242,1632,104,oil,window,slab,metal,2,11/17/2020,332320,2/17/2021,1000
710,townhouse,3094,1,3,1947,8.6,urban,0,false,true,city,1958,23312,1.6,1.8,7.6,7.9,59523,1594,80,electric,central,basement,metal,2,8/21/2022,973257,4/16/2022,4000
711,townhouse,2423,1,2,1987,8.5,rural,2,true,true,ocean,1952,10239,9.3,8.7,6.8,3.4,98654,4495,415,electric,none,basement,tile,6,7/17/2021,884204,8/23/2020,8500
712,townhouse,4524,1,3,1955,6.4,suburban,1,true,false,ocean,1917,4306,6.1,6.8,3.8,8.6,119114,4016,306,gas,window,crawl space,metal,2,11/15/2021,262385,3/25/2021,5900
713,apartment,2326,1,3,1971,8.8,urban,2,false,true,city,1949,10470,2.7,0.1,3.1,3.5,84579,1050,348,oil,window,slab,metal,5,3/3/2021,151807,8/29/2021,1300
714,apartment,1547,1,3,1961,7.8,urban,1,false,false,city,2006,36026,6.4,3.0,6.0,6.2,105061,4332,104,oil,central,crawl space,asphalt,3,1/6/2020,861065,2/10/2020,2200
715,townhouse,661,4,4,1950,0.6,rural,2,false,true,city,2003,23788,6.7,9.4,1.7,6.8,29173,504,66,electric,window,basement,tile,2,4/24/2021,230740,4/6/2020,800
716,house,4454,3,4,1978,7.0,suburban,3,false,false,ocean,2007,12004,2.6,1.0,4.3,1.0,29653,4753,139,electric,window,slab,metal,7,8/16/2022,734961,2/23/2020,6000
